Cities of France	Postal code
Saint-Germain-d'Arcé 	72800
Saint-Germain-sur-Sarthe 	72130
Saint-Gervais-de-Vic 	72120
Saint-Gervais-en-Belin 	72220
Saint-Hilaire-le-Lierru 	72160
Saint-Jean-d'Assé 	72380
Saint-Jean-de-la-Motte 	72510
Saint-Jean-des-Echelles 	72320
Saint-Jean-du-Bois 	72430
Saint-Léonard-des-Bois 	72130
Saint-Longis 	72600
Saint-Maixent 	72320
Saint-Marceau 	72170
Saint-Mars-d'Outillé 	72220
Saint-Mars-de-Locquenay 	72440
Saint-Mars-la-Brière 	72470
Saint-Mars-sous-Ballon 	72290
Saint-Martin-des-Monts 	72400
Saint-Michel-de-Chavaignes 	72440
Saint-Ouen-de-Mimbré 	72130
Saint-Ouen-en-Belin 	72220
Saint-Ouen-en-Champagne 	72350
Saint-Paterne 	72610
Saint-Paul-le-Gaultier 	72130
Saint-Pavace 	72190
Saint-Pierre-de-Chevillé 	72500
Saint-Pierre-des-Bois 	72430
Saint-Pierre-des-Ormes 	72600
Saint-Pierre-du-Lorouër 	72150
Saint-Rémy-de-Sillé 	72140
Saint-Rémy-des-Monts 	72600
Saint-Rémy-du-Val 	72600
Saint-Rigomer-des-Bois 	72610
Saint-Saturnin 	72650
Saint-Symphorien 	72240
Saint-Ulphace 	72320
Saint-Victeur 	72130
Saint-Vincent-des-Prés 	72600
Saint-Vincent-du-Lorouër 	72150
Sainte-Cérotte 	72120
Sainte-Jamme-sur-Sarthe 	72380
Sainte-Osmane 	72120
Sainte-Sabine-sur-Longève 	72380
Saosnes 	72600
Sarcé 	72360
Sargé-lès-le-Mans 	72190
Savigné-l'Evêque 	72460
Savigné-sous-le-Lude 	72800
Sceaux-sur-Huisne 	72160
Ségrie 	72170
Semur-en-Vallon 	72390
Sillé-le-Guillaume 	72140
Sillé-le-Philippe 	72460
Solesmes 	72300
Sougé-le-Ganelon 	72130
Souillé 	72380
Souligné-Flacé 	72210
Souligné-sous-Ballon 	72290
Soulitré 	72370
Souvigné-sur-Même 	72400
Souvigné-sur-Sarthe 	72300
Spay 	72700
Surfonds 	72370
Tassé 	72430
Tassillé 	72540
Teillé 	72290
Teloché 	72220
Tennie 	72240
Terrehault 	72110
Théligny 	72320
Thoigné 	72260
Thoiré-sous-Contensor 	72610
Thoiré-sur-Dinan 	72500
Thorée-les-Pins 	72800
Thorigné-sur-Dué 	72160
Torcé-en-Vallée 	72110
Trangé 	72650
Tresson 	72440
Tuffé 	72160
Vaas 	72500
Valennes 	72320
Vallon-sur-Gée 	72540
Vancé 	72310
Verneil-le-Chétif 	72360
Vernie 	72170
Vezot 	72600
Vibraye 	72320
Villaines-la-Carelle 	72600
Villaines-la-Gonais 	72400
Villaines-sous-Lucé 	72150
Villaines-sous-Malicorne 	72270
Vion 	72300
Viré-en-Champagne 	72350
Vivoin 	72170
Voivres-lès-le-Mans 	72210
Volnay 	72440
Vouvray-sur-Huisne 	72160
Vouvray-sur-Loir 	72500
Yvré-l'Evêque 	72530
Yvré-le-Pôlin 	72330
Vendée	8023
Aizenay 	85190
Angles 	85750
Antigny 	85120
Apremont 	85220
Aubigny 	85430
Auzay 	85200
Avrillé 	85440
Barbâtre 	85630
Bazoges-en-Paillers 	85130
Bazoges-en-Pareds 	85390
Beaufou 	85170
Beaulieu-sous-la-Roche 	85190
Beaurepaire 	85500
Beauvoir-sur-Mer 	85230
Belleville-sur-Vie 	85170
Benet 	85490
Bessay 	85320
Bois-de-Céné 	85710
Boufféré 	85600
Bouillé-Courdault 	85420
Bouin 	85230
Boulogne 	85140
Bourneau 	85200
Bournezeau 	85480
Brem-sur-Mer 	85470
Bretignolles-sur-Mer 	85470
Breuil-Barret 	85120
Cezais 	85410
Chaillé-les-Marais 	85450
Chaillé-sous-les-Ormeaux 	85310
Chaix 	85200
Challans 	85300
Chambretaud 	85500
Champagné-les-Marais 	85450
Chantonnay 	85110
Chasnais 	85400
Château-d'Olonne 	85180
Château-Guibert 	85320
Châteauneuf 	85710
Chauché 	85140
Chavagnes-en-Paillers 	85250
Chavagnes-les-Redoux 	85390
Cheffois 	85390
Coëx 	85220
Commequiers 	85220
Corpe 	85320
Cugand 	85610
Curzon 	85540
Damvix 	85420
Doix 	85200
Dompierre-sur-Yon 	85170
Falleron 	85670
Faymoreau 	85240
Fontaines 	85200
Fontenay-le-Comte 	85200
Fougeré 	85480
Foussais-Payré 	85240
Froidfond 	85300
Givrand 	85800
Grand'Landes 	85670
Grosbreuil 	85440
Grues 	85580
Jard-sur-Mer 	85520
L'Aiguillon-sur-Mer 	85460
L'Aiguillon-sur-Vie 	85220
L'Epine 	85740
L'Herbergement 	85260
L'Hermenault 	85570
L'Ile-d'Elle 	85770
L'Ile-d'Olonne 	85340
L'Ile-d'Yeu 	85350
L'Oie 	85140
L'Orbrie 	85200
La Barre-de-Monts 	85550
La Bernardière 	85610
La Boissière-de-Montaigu 	85600
La Boissière-des-Landes 	85430
La Bretonnière-la-Claye 	85320
La Bruffière 	85530
La Caillère-Saint-Hilaire 	85410
La Chaize-Giraud 	85220
La Chaize-le-Vicomte 	85310
La Chapelle-Achard 	85150
La Chapelle-aux-Lys 	85120
La Chapelle-Hermier 	85220
La Chapelle-Palluau 	85670
La Chapelle-Thémer 	85210
La Châtaigneraie 	85120
La Copechagnière 	85260
La Couture 	85320
La Faute-sur-Mer 	85460
La Ferrière 	85280
La Flocellière 	85700
La Garnache 	85710
La Gaubretière 	85130
La Génétouze 	85190
La Guérinière 	85680
La Guyonnière 	85600
La Jaudonnière 	85110
La Jonchère 	85540
La Meilleraie-Tillay 	85700
La Merlatière 	85140
La Mothe-Achard 	85150
La Pommeraie-sur-Sèvre 	85700
La Rabatelière 	85250
La Réorthe 	85210
La Roche-sur-Yon 	85000
La Taillée 	85450
La Tardière 	85120
La Tranche-sur-Mer 	85360
La Verrie 	85130
Lairoux 	85400
Landeronde 	85150
Landevieille 	85220
Le Bernard 	85560
Le Boupère 	85510
Le Champ-Saint-Père 	85540
Le Fenouiller 	85800
Le Girouard 	85150
Le Givre 	85540
Le Gué-de-Velluire 	85770
Le Langon 	85370
Le Mazeau 	85420
Le Perrier 	85300
Le Poiré-sur-Velluire 	85770
Le Poiré-sur-Vie 	85170
Le Tablier 	85310
Les Brouzils 	85260
Les Châtelliers-Châteaumur 	85700
Les Clouzeaux 	85430
Les Epesses 	85590
Les Essarts 	85140
Les Herbiers 	85500
Les Landes-Genusson 	85130
Les Lucs-sur-Boulogne 	85170
Les Magnils-Reigniers 	85400
Les Pineaux 	85320
Les Sables-d'Olonne 	85100
Liez 	85420
Loge-Fougereuse 	85120
Longèves 	85200
Longeville-sur-Mer 	85560
Luçon 	85400
Maché 	85190
Maillé 	85420
Maillezais 	85420
Mallièvre 	85590
Mareuil-sur-Lay-Dissais 	85320
Marillet 	85240
Marsais-Sainte-Radégonde 	85570
Martinet 	85150
Menomblet 	85700
Mervent 	85200
Mesnard-la-Barotière 	85500
Monsireigne 	85110
Montaigu 	85600
Montournais 	85700
Montreuil 	85200
Moreilles 	85450
Mormaison 	85260
Mortagne-sur-Sèvre 	85290
Mouchamps 	85640
Mouilleron-en-Pareds 	85390
Mouilleron-le-Captif 	85000
Moutiers-les-Mauxfaits 	85540
Moutiers-sur-le-Lay 	85320
Mouzeuil-Saint-Martin 	85370
Nalliers 	85370
Nesmy 	85310
Nieul-le-Dolent 	85430
Nieul-sur-l'Autise 	85240
Noirmoutier-en-l'Ile 	85330
Notre-Dame-de-Monts 	85690
Notre-Dame-de-Riez 	85270
Olonne-sur-Mer 	85340
Oulmes 	85420
Palluau 	85670
Péault 	85320
Petosse 	85570
Pissotte 	85200
Poiroux 	85440
Pouillé 	85570
Pouzauges 	85700
Puy-de-Serre 	85240
Puyravault 	85450
Réaumur 	85700
Rocheservière 	85620
Rochetrejoux 	85510
Rosnay 	85320
Saint-André-Goule-d'Oie 	85250
Saint-André-Treize-Voies 	85260
Saint-Aubin-des-Ormeaux 	85130
Saint-Aubin-la-Plaine 	85210
Saint-Avaugourd-des-Landes 	85540
Saint-Benoist-sur-Mer 	85540
Saint-Christophe-du-Ligneron 	85670
Saint-Cyr-des-Gâts 	85410
Saint-Cyr-en-Talmondais 	85540
Saint-Denis-du-Payré 	85580
Saint-Denis-la-Chevasse 	85170
Saint-Etienne-de-Brillouet 	85210
Saint-Etienne-du-Bois 	85670
Saint-Florent-des-Bois 	85310
Saint-Fulgent 	85250
Saint-Georges-de-Montaigu 	85600
Saint-Georges-de-Pointindoux 	85150
Saint-Germain-de-Prinçay 	85110
Saint-Germain-l'Aiguiller 	85390
Saint-Gervais 	85230
Saint-Gilles-Croix-de-Vie 	85800
Saint-Hilaire-de-Loulay 	85600
Saint-Hilaire-de-Riez 	85270
Saint-Hilaire-de-Voust 	85120
Saint-Hilaire-des-Loges 	85240
Saint-Hilaire-la-Forêt 	85440
Saint-Hilaire-le-Vouhis 	85480
Saint-Jean-de-Beugné 	85210
Saint-Jean-de-Monts 	85160
Saint-Juire-Champgillon 	85210
Saint-Julien-des-Landes 	85150
Saint-Laurent-de-la-Salle 	85410
Saint-Laurent-sur-Sèvre 	85290
Saint-Maixent-sur-Vie 	85220
Saint-Malô-du-Bois 	85590
Saint-Mars-la-Réorthe 	85590
Saint-Martin-de-Fraigneau 	85200
Saint-Martin-des-Fontaines 	85570
Saint-Martin-des-Noyers 	85140
Saint-Martin-des-Tilleuls 	85130
Saint-Martin-Lars-en-Sainte-Hermine 	85210
Saint-Mathurin 	85150
Saint-Maurice-des-Noues 	85120
Saint-Maurice-le-Girard 	85390
Saint-Mesmin 	85700
Saint-Michel-en-l'Herm 	85580
Saint-Michel-le-Cloucq 	85200
Saint-Michel-Mont-Mercure 	85700
Saint-Paul-en-Pareds 	85500
Saint-Paul-Mont-Penit 	85670
Saint-Philbert-de-Bouaine 	85660
Saint-Pierre-du-Chemin 	85120
Saint-Pierre-le-Vieux 	85420
Saint-Prouant 	85110
Saint-Révérend 	85220
Saint-Sigismond 	85420
Saint-Sulpice-en-Pareds 	85410
Saint-Sulpice-le-Verdon 	85260
Saint-Urbain 	85230
Saint-Valérien 	85570
Saint-Vincent-Sterlanges 	85110
Saint-Vincent-sur-Graon 	85540
Saint-Vincent-sur-Jard 	85520
Sainte-Cécile 	85110
Sainte-Flaive-des-Loups 	85150
Sainte-Florence 	85140
Sainte-Foy 	85150
Sainte-Gemme-la-Plaine 	85400
Sainte-Hermine 	85210
Sainte-Pexine 	85320
Sainte-Radégonde-des-Noyers 	85450
Saligny 	85170
Sallertaine 	85300
Sérigné 	85200
Sigournais 	85110
Soullans 	85300
Tallud-Sainte-Gemme 	85390
Talmont-Saint-Hilaire 	85440
Thiré 	85210
Thorigny 	85480
Thouarsais-Bouildroux 	85410
Tiffauges 	85130
Treize-Septiers 	85600
Treize-Vents 	85590
Triaize 	85580
Vairé 	85150
Velluire 	85770
Venansault 	85190
Vendrennes 	85250
Vix 	85770
Vouillé-les-Marais 	85450
Vouvant 	85120
Xanton-Chassenon 	85240
Picardie	353
Aisne	5727
Abbécourt 	2300
Achery 	2800
Acy 	2200
Agnicourt-et-Séchelles 	2340
Aguilcourt 	2190
Aisonville-et-Bernoville 	2110
Aizelles 	2820
Aizy-Jouy 	2370
Alaincourt 	2240
Allemant 	2320
Ambleny 	2290
Ambrief 	2200
Amifontaine 	2190
Amigny-Rouy 	2700
Ancienville 	2600
Andelain 	2800
Anguilcourt-le-Sart 	2800
Anizy-le-Château 	2320
Annois 	2480
Any-Martin-Rieux 	2500
Archon 	2360
Arcy-Sainte-Restitue 	2130
Armentières-sur-Ourcq 	2210
Arrancy 	2860
Artemps 	2480
Artonges 	2330
Assis-sur-Serre 	2270
Athies-sous-Laon 	2840
Attilly 	2490
Aubencheul-aux-Bois 	2420
Aubenton 	2500
Aubigny-aux-Kaisnes 	2590
Aubigny-en-Laonnois 	2820
Audignicourt 	2300
Audigny 	2120
Augy 	2220
Aulnois-sous-Laon 	2000
Autremencourt 	2250
Autreppes 	2580
Autreville 	2300
Azy-sur-Marne 	2400
Bagneux 	2290
Bancigny 	2140
Barenton-Bugny 	2000
Barenton-Cel 	2000
Barenton-sur-Serre 	2270
Barisis 	2700
Barzy-en-Thiérache 	2170
Barzy-sur-Marne 	2850
Bassoles-Aulers 	2380
Baulne-en-Brie 	2330
Bazoches-sur-Vesles 	2220
Beaumé 	2500
Beaumont-en-Beine 	2300
Beaurevoir 	2110
Beaurieux 	2160
Beautor 	2800
Beauvois-en-Vermandois 	2590
Becquigny 	2110
Belleau 	2400
Bellenglise 	2420
Belleu 	2200
Bellicourt 	2420
Benay 	2440
Bergues-sur-Sambre 	2450
Berlancourt 	2250
Berlise 	2340
Bernot 	2120
Berny-Rivière 	2290
Berrieux 	2820
Berry-au-Bac 	2190
Bertaucourt-Epourdon 	2800
Berthenicourt 	2240
Bertricourt 	2190
Berzy-le-Sec 	2200
Besmé 	2300
Besmont 	2500
Besny-et-Loizy 	2870
Béthancourt-en-Vaux 	2300
Beugneux 	2210
Beuvardes 	2130
Bézu-le-Guéry 	2310
Bézu-Saint-Germain 	2400
Bichancourt 	2300
Bieuxy 	2290
Bièvres 	2860
Billy-sur-Aisne 	2200
Billy-sur-Ourcq 	2210
Blanzy-lès-Fismes 	2160
Blérancourt 	2300
Blesmes 	2400
Bohain-en-Vermandois 	2110
Bois-lès-Pargny 	2270
Boncourt 	2350
Bonneil 	2400
Bonnesvalyn 	2400
Bony 	2420
Bosmont-sur-Serre 	2250
Bouconville-Vauclair 	2860
Boué 	2450
Bouffignereux 	2160
Bouresches 	2400
Bourg-et-Comin 	2160
Bourguignon-sous-Coucy 	2300
Bourguignon-sous-Montbavin 	2000
Braine 	2220
Brancourt-en-Laonnois 	2320
Brancourt-le-Grand 	2110
Brasles 	2400
Bray-Saint-Christophe 	2480
Braye 	2880
Braye-en-Laonnois 	2000
Braye-en-Thiérache 	2140
Brécy 	2210
Brenelle 	2220
Breny 	2210
Brie 	2870
Brissay-Choigny 	2240
Brissy-Hamégicourt 	2240
Brumetz 	2810
Brunehamel 	2360
Bruyères-et-Montbérault 	2860
Bruyères-sur-Fère 	2130
Bruys 	2220
Bucilly 	2500
Bucy-le-Long 	2880
Bucy-lès-Cerny 	2870
Bucy-lès-Pierrepont 	2350
Buire 	2500
Buironfosse 	2620
Burelles 	2140
Bussiares 	2810
Buzancy 	2200
Caillouël-Crépigny 	2300
Camelin 	2300
Castres 	2680
Caulaincourt 	2490
Caumont 	2300
Celles-lès-Condé 	2330
Celles-sur-Aisne 	2370
Cerizy 	2240
Cerny-en-Laonnois 	2860
Cerny-lès-Bucy 	2870
Cerseuil 	2220
Cessières 	2320
Chacrise 	2200
Chaillevois 	2000
Chalandry 	2270
Chambry 	2000
Chamouille 	2860
Champs 	2670
Chaourse 	2340
Charly 	2310
Charmes 	2800
Chartèves 	2400
Chassemy 	2370
Château-Thierry 	2400
Châtillon-lès-Sons 	2270
Châtillon-sur-Oise 	2240
Chaudardes 	2160
Chaudun 	2200
Chauny 	2300
Chavignon 	2000
Chavigny 	2880
Chavonne 	2370
Chérêt 	2860
Chermizy-Ailles 	2860
Chéry-Chartreuve 	2220
Chéry-lès-Pouilly 	2000
Chéry-lès-Rozoy 	2360
Chevennes 	2250
Chevregny 	2000
Chevresis-Monceau 	2270
Chézy-en-Orxois 	2810
Chézy-sur-Marne 	2570
Chierry 	2400
Chigny 	2120
Chivres-en-Laonnois 	2350
Chivres-Val 	2880
Chivy-lès-Etouvelles 	2000
Chouy 	2210
Cierges 	2130
Cilly 	2250
Ciry-Salsogne 	2220
Clacy-et-Thierret 	2000
Clairfontaine 	2260
Clamecy 	2880
Clastres 	2440
Clermont-les-Fermes 	2340
Coincy 	2210
Coingt 	2360
Colligis-Crandelain 	2860
Colonfay 	2120
Commenchon 	2300
Concevreux 	2160
Condé-en-Brie 	2330
Condé-sur-Aisne 	2370
Condé-sur-Suippe 	2190
Condren 	2700
Connigis 	2330
Contescourt 	2680
Corbeny 	2820
Corcy 	2600
Coucy-la-Ville 	2380
Coucy-le-Château-Auffrique 	2380
Coucy-lès-Eppes 	2840
Coulonges-Cohan 	2130
Coupru 	2310
Courbes 	2800
Courboin 	2330
Courcelles-sur-Vesles 	2220
Courchamps 	2810
Courmelles 	2200
Courmont 	2130
Courtemont-Varennes 	2850
Courtrizy-et-Fussigny 	2820
Couvrelles 	2220
Couvron-et-Aumencourt 	2270
Coyolles 	2600
Cramaille 	2130
Craonne 	2160
Craonnelle 	2160
Crécy-au-Mont 	2380
Crécy-sur-Serre 	2270
Crépy 	2870
Crézancy 	2650
Croix-Fonsommes 	2110
Crouttes-sur-Marne 	2310
Crouy 	2880
Crupilly 	2120
Cuffies 	2880
Cugny 	2480
Cuirieux 	2350
Cuiry-Housse 	2220
Cuiry-lès-Chaudardes 	2160
Cuiry-lès-Iviers 	2360
Cuissy-et-Geny 	2160
Cuisy-en-Almont 	2200
Cutry 	2600
Cys-la-Commune 	2220
Cœuvres-et-Valsery 	2600
Dagny-Lambercy 	2140
Dallon 	2680
Dammard 	2470
Dampleux 	2600
Danizy 	2800
Dercy 	2270
Deuillet 	2700
Dhuizel 	2220
Dizy-le-Gros 	2340
Dohis 	2360
Dolignon 	2360
Dommiers 	2600
Domptin 	2310
Dorengt 	2450
Douchy 	2590
Dravegny 	2130
Droizy 	2210
Dury 	2480
Ebouleau 	2350
Effry 	2500
Englancourt 	2260
Epagny 	2290
Eparcy 	2500
Epaux-Bézu 	2400
Epieds 	2400
Eppes 	2840
Erlon 	2250
Erloy 	2260
Esquéhéries 	2170
Essigny-le-Grand 	2690
Essigny-le-Petit 	2100
Essises 	2570
Essômes-sur-Marne 	2400
Estrées 	2420
Etampes-sur-Marne 	2400
Etaves-et-Bocquiaux 	2110
Etouvelles 	2000
Etréaupont 	2580
Etreillers 	2590
Etrépilly 	2400
Etreux 	2510
Evergnicourt 	2190
Faucoucourt 	2320
Faverolles 	2600
Fayet 	2100
Fère-en-Tardenois 	2130
Fesmy-le-Sart 	2450
Festieux 	2840
Fieulaine 	2110
Filain 	2000
Flavigny-le-Grand-et-Beaurain 	2120
Flavy-le-Martel 	2520
Fleury 	2600
Fluquières 	2590
Folembray 	2670
Fonsommes 	2110
Fontaine-lès-Clercs 	2680
Fontaine-lès-Vervins 	2140
Fontaine-Notre-Dame 	2110
Fontaine-Uterte 	2110
Fontenelle 	2170
Fontenelle-en-Brie 	2540
Fontenoy 	2290
Foreste 	2590
Fossoy 	2650
Fourdrain 	2870
Francilly-Selency 	2760
Franqueville 	2140
Fresnes 	2380
Fresnes-en-Tardenois 	2130
Fresnoy-le-Grand 	2230
Fressancourt 	2800
Frières-Faillouël 	2700
Froidestrées 	2260
Froidmont-Cohartille 	2270
Gandelu 	2810
Gauchy 	2430
Gercy 	2140
Gergny 	2260
Germaine 	2590
Gernicourt 	2160
Gibercourt 	2440
Gizy 	2350
Gland 	2400
Glennes 	2160
Goudelancourt-lès-Berrieux 	2820
Goudelancourt-lès-Pierrepont 	2350
Goussancourt 	2130
Gouy 	2420
Grand-Rozoy 	2210
Grand-Verly 	2120
Grandlup-et-Fay 	2350
Grandrieux 	2360
Gricourt 	2100
Grisolles 	2210
Gronard 	2140
Grougis 	2110
Grugies 	2680
Guignicourt 	2190
Guise 	2120
Guivry 	2300
Guny 	2300
Guyencourt 	2160
Hannapes 	2510
Happencourt 	2480
Haramont 	2600
Harcigny 	2140
Hargicourt 	2420
Harly 	2100
Hartennes-et-Taux 	2210
Hary 	2140
Hautevesnes 	2810
Hauteville 	2120
Haution 	2140
Hinacourt 	2440
Hirson 	2500
Holnon 	2760
Homblières 	2720
Houry 	2140
Housset 	2250
Iron 	2510
Itancourt 	2240
Iviers 	2360
Jaulgonne 	2850
Jeancourt 	2490
Jeantes 	2140
Joncourt 	2420
Jouaignes 	2220
Jumencourt 	2380
Jumigny 	2160
Jussy 	2480
Juvigny 	2880
Juvincourt-et-Damary 	2190
L'Epine-aux-Bois 	2540
La Bouteille 	2140
La Capelle 	2260
La Celle-sous-Montmirail 	2540
La Chapelle-Monthodon 	2330
La Chapelle-sur-Chézy 	2570
La Croix-sur-Ourcq 	2210
La Fère 	2800
La Ferté-Chevresis 	2270
La Ferté-Milon 	2460
La Flamengrie 	2260
La Hérie 	2500
La Malmaison 	2190
La Neuville-Bosmont 	2250
La Neuville-en-Beine 	2300
La Neuville-Housset 	2250
La Neuville-lès-Dorengt 	2450
La Selve 	2150
La Vallée-au-Blé 	2140
La Vallée-Mulâtre 	2110
La Ville-aux-Bois-lès-Dizy 	2340
La Ville-aux-Bois-lès-Pontavert 	2160
Laffaux 	2880
Laigny 	2140
Lanchy 	2590
Landifay-et-Bertaignemont 	2120
Landouzy-la-Cour 	2140
Landouzy-la-Ville 	2140
Landricourt 	2380
Laniscourt 	2000
Laon 	2000
Lappion 	2150
Largny-sur-Automne 	2600
Latilly 	2210
Launoy 	2210
Laval-en-Laonnois 	2860
Lavaqueresse 	2450
Laversine 	2600
Le Catelet 	2420
Le Charmel 	2850
Le Hérie-la-Viéville 	2120
Le Nouvion-en-Thiérache 	2170
Le Plessier-Huleu 	2210
Le Sourd 	2140
Le Thuel 	2340
Le Verguier 	2490
Lehaucourt 	2420
Lemé 	2140
Lempire 	2420
Lerzy 	2260
Les Autels 	2360
Leschelles 	2170
Lesdins 	2100
Lesges 	2220
Lesquielles-Saint-Germain 	2120
Leuilly-sous-Coucy 	2380
Leury 	2880
Leuze 	2500
Levergies 	2420
Lhuys 	2220
Licy-Clignon 	2810
Lierval 	2860
Liesse-Notre-Dame 	2350
Liez 	2700
Limé 	2220
Lislet 	2340
Lizy 	2320
Logny-lès-Aubenton 	2500
Longpont 	2600
Longueval-Barbonval 	2160
Lor 	2190
Louâtre 	2600
Loupeigne 	2130
Lucy-le-Bocage 	2400
Lugny 	2140
Luzoir 	2500
Ly-Fontaine 	2440
Maast-et-Violaine 	2220
Mâchecourt 	2350
Macogny 	2470
Macquigny 	2120
Magny-la-Fosse 	2420
Maissemy 	2490
Maizy 	2160
Malzy 	2120
Manicamp 	2300
Marchais 	2350
Marchais-en-Brie 	2540
Marcy 	2720
Marcy-sous-Marle 	2250
Marest-Dampcourt 	2300
Mareuil-en-Dôle 	2130
Marfontaine 	2140
Margival 	2880
Marigny-en-Orxois 	2810
Marizy-Saint-Mard 	2470
Marizy-Sainte-Geneviève 	2470
Marle 	2250
Marly-Gomont 	2120
Martigny 	2500
Martigny-Courpierre 	2860
Mauregny-en-Haye 	2820
Mayot 	2800
Mennessis 	2700
Menneville 	2190
Mennevret 	2630
Mercin-et-Vaux 	2200
Merlieux-et-Fouquerolles 	2000
Merval 	2160
Mesbrecourt-Richecourt 	2270
Mesnil-Saint-Laurent 	2720
Meurival 	2160
Mézières-sur-Oise 	2240
Mézy-Moulins 	2650
Missy-aux-Bois 	2200
Missy-lès-Pierrepont 	2350
Missy-sur-Aisne 	2880
Molain 	2110
Molinchart 	2000
Monampteuil 	2000
Monceau-le-Neuf-et-Faucouzy 	2270
Monceau-le-Waast 	2840
Monceau-lès-Leups 	2270
Monceau-sur-Oise 	2120
Mondrepuis 	2500
Monnes 	2470
Mons-en-Laonnois 	2000
Mont-d'Origny 	2390
Mont-Notre-Dame 	2220
Mont-Saint-Jean 	2360
Mont-Saint-Martin 	2220
Mont-Saint-Père 	2400
Montaigu 	2820
Montbavin 	2000
Montbrehain 	2110
Montchâlons 	2860
Montcornet 	2340
Montescourt-Lizerolles 	2440
Montfaucon 	2540
Montgobert 	2600
Montgru-Saint-Hilaire 	2210
Monthenault 	2860
Monthiers 	2400
Monthurel 	2330
Montigny-en-Arrouaise 	2110
Montigny-l'Allier 	2810
Montigny-le-Franc 	2250
Montigny-Lengrain 	2290
Montigny-lès-Condé 	2330
Montigny-sous-Marle 	2250
Montigny-sur-Crécy 	2270
Montlevon 	2330
Montloué 	2340
Montreuil-aux-Lions 	2310
Morcourt 	2100
Morgny-en-Thiérache 	2360
Morsain 	2290
Mortefontaine 	2600
Mortiers 	2270
Moulins 	2160
Moussy-Verneuil 	2160
Moy-de-l'Aisne 	2610
Muret-et-Crouttes 	2210
Muscourt 	2160
Nampcelles-la-Cour 	2140
Nampteuil-sous-Muret 	2200
Nanteuil-la-Fosse 	2880
Nanteuil-Notre-Dame 	2210
Nauroy 	2420
Nesles-la-Montagne 	2400
Neufchâtel-sur-Aisne 	2190
Neuflieux 	2300
Neuilly-Saint-Front 	2470
Neuve-Maison 	2500
Neuville-Saint-Amand 	2100
Neuville-sur-Ailette 	2860
Neuville-sur-Margival 	2880
Neuvillette 	2390
Nizy-le-Comte 	2150
Nogent-l'Artaud 	2310
Nogentel 	2400
Noircourt 	2340
Noroy-sur-Ourcq 	2600
Nouvion-et-Catillon 	2270
Nouvion-le-Comte 	2800
Nouvion-le-Vineux 	2860
Nouvron-Vingré 	2290
Noyales 	2120
Noyant-et-Aconin 	2200
Ognes 	2300
Ohis 	2500
Oigny-en-Valois 	2600
Oisy 	2450
Ollezy 	2480
Omissy 	2100
Orainville 	2190
Orgeval 	2860
Origny-en-Thiérache 	2550
Origny-Sainte-Benoite 	2390
Osly-Courtil 	2290
Ostel 	2370
Oulches-la-Vallée-Foulon 	2160
Oulchy-la-Ville 	2210
Oulchy-le-Château 	2210
Paars 	2220
Paissy 	2160
Pancy-Courtecon 	2860
Papleux 	2260
Parcy-et-Tigny 	2210
Parfondeval 	2360
Parfondru 	2840
Pargnan 	2160
Pargny-Filain 	2000
Pargny-la-Dhuys 	2330
Pargny-les-Bois 	2270
Parpeville 	2240
Pasly 	2200
Passy-en-Valois 	2470
Passy-sur-Marne 	2850
Pavant 	2310
Perles 	2160
Pernant 	2200
Petit-Verly 	2630
Pierremande 	2300
Pierrepont 	2350
Pignicourt 	2190
Pinon 	2320
Pithon 	2480
Pleine-Selve 	2240
Ploisy 	2200
Plomion 	2140
Ployart-et-Vaurseine 	2860
Pommiers 	2200
Pont-Arcy 	2160
Pont-Saint-Mard 	2380
Pontavert 	2160
Pontru 	2490
Pontruet 	2490
Pouilly-sur-Serre 	2270
Prémont 	2110
Prémontré 	2320
Presles-et-Boves 	2370
Presles-et-Thierny 	2860
Priez 	2470
Prisces 	2140
Proisy 	2120
Proix 	2120
Prouvais 	2190
Proviseux-et-Plesnoy 	2190
Puiseux-en-Retz 	2600
Puisieux-et-Clanlieu 	2120
Quierzy 	2300
Quincy-Basse 	2380
Quincy-sous-le-Mont 	2220
Raillimont 	2360
Ramicourt 	2110
Regny 	2240
Remaucourt 	2100
Remies 	2270
Remigny 	2440
Renansart 	2240
Renneval 	2340
Résigny 	2360
Ressons-le-Long 	2290
Retheuil 	2600
Reuilly-Sauvigny 	2850
Révillon 	2160
Ribeauville 	2110
Ribemont 	2240
Rocourt-Saint-Martin 	2210
Rocquigny 	2260
Rogécourt 	2800
Rogny 	2140
Romeny-sur-Marne 	2310
Romery 	2120
Ronchères 	2130
Roucy 	2160
Rougeries 	2140
Roupy 	2590
Rouvroy 	2100
Rouvroy-sur-Serre 	2360
Royaucourt-et-Chailvet 	2000
Rozet-Saint-Albin 	2210
Rozières-sur-Crise 	2200
Rozoy-Bellevalle 	2540
Rozoy-sur-Serre 	2360
Saconin-et-Breuil 	2200
Sains-Richaumont 	2120
Saint-Agnan 	2330
Saint-Algis 	2260
Saint-Aubin 	2300
Saint-Bandry 	2290
Saint-Christophe-à-Berry 	2290
Saint-Clément 	2360
Saint-Erme-Outre-et-Ramecourt 	2820
Saint-Eugène 	2330
Saint-Gengoulph 	2810
Saint-Gobain 	2410
Saint-Gobert 	2140
Saint-Mard 	2220
Saint-Martin-Rivière 	2110
Saint-Michel 	2830
